PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-0.177974632,-0.326763251,-2.046073433,0.671467727,-0.150161627,-0.501595231,0.083751231,-1.085983466,0.580651375,-0.47731006,0.544379159,-0.233431298,0.333153506
-0.778046627,-0.801587822,-0.453601852,1.807786729,-1.207728338,0.600520331,-1.611083864,0.096588428,0.902052341,0.153997054,0.4413759,-0.154897926,-0.50748101
-0.585675384,-0.841008897,-0.755672519,1.295673097,-1.537718859,0.502620918,-1.251629956,0.060995063,-0.439127954,-2.092288494,0.240965646,-0.153326017,-0.475107363
3.142891559,-1.814124975,0.931612844,-0.431216165,1.17497922,-0.119380557,-1.044609733,-0.26112768,0.335469472,-0.549105324,0.634986394,-0.349013349,0.645704747
3.20951427,-1.144342094,1.127065492,-0.466243165,1.246467997,-0.09375955,-1.055815009,-0.243613817,-0.10091173,-0.378568426,1.251836307,0.222673606,0.470591021
1.063846052,-0.897508907,0.732725502,-1.556617211,1.809105518,0.092635052,-0.50924432,-0.880962572,-0.005393044,-0.603071546,0.582815029,0.813410855,-0.358724488
2.364592472,-2.043936335,2.279105572,0.138013431,-0.017278584,1.044523799,-1.087794824,-0.280418712,0.299712356,-0.819729159,0.942031057,-0.734685609,0.188172675
0.413293302,-1.567246752,-1.790385964,-0.933009109,-1.113541705,-0.724991295,-1.286262083,-0.507728274,-0.236815641,-0.066563833,-0.219142481,-0.045577015,-0.074675867
0.129141929,-1.12805924,-2.35953027,1.138633976,-0.717447298,-0.765761296,-0.175466837,-0.862404067,0.047350428,-0.102185636,-0.213996426,-0.057879459,-0.141962435
-2.412895884,-1.699900706,-0.092858095,0.035754669,0.13121533,0.936196526,-0.356866173,-1.190769526,-0.071937903,-0.536712092,0.125845556,-0.249153182,-0.757156026
2.748740763,-2.802642751,1.902000175,0.684673,-0.787286001,0.725847398,-1.355544248,0.020920429,-0.179250525,-0.443989915,-0.237353973,-0.205849281,-0.726099055
0.426004167,-1.456480009,-2.775361798,0.270262545,0.427496069,1.545360424,1.297578498,0.183504116,-0.085081342,0.340517063,0.432055381,-0.585043012,0.552385929
2.012645553,-2.414146338,0.249312746,-0.614661851,1.090474481,-0.212563474,-0.737796456,-0.753165502,-0.25355738,-0.267805071,0.652329631,-0.833770002,0.901890678
3.610994565,-1.588801591,0.944541747,0.595339091,-0.433181427,0.274094571,-0.637885449,-0.64426704,0.513339322,-0.52522998,-0.355240188,0.730579437,0.480413808
3.63482905,-1.365638823,-1.113821095,-0.178263056,-0.054390287,1.575154003,0.502606281,1.111948078,0.299707016,-0.120398445,-0.131489457,0.274510643,-0.113027392
1.158020012,-1.805441623,-2.529620214,-1.311559935,-0.719601719,1.350386899,-0.303280891,1.093479945,-0.420481435,0.330291896,-0.213045842,-0.010279647,-0.009092398
0.578564984,-1.623455805,-1.658993675,-0.902591696,-1.02890146,-0.709487112,-1.283438164,-0.484856214,-0.233155352,-0.070539677,-0.209729144,-0.045310111,-0.070627873
1.210393802,-2.162239769,-0.247025335,0.611123751,-0.130561804,0.1786487,-1.282741655,-0.450533111,-0.536596553,-0.866648307,-0.703277682,0.507989878,0.55806284
-2.333291503,-0.954334127,0.022732721,-0.083999896,0.162948847,1.037839561,-0.460847661,-1.015078116,0.512420523,-0.925626893,0.314301275,-0.09755478,-0.715762055
0.428232307,-1.705204236,-2.441395683,-1.361276594,0.23083541,1.586265299,0.329072109,0.525518624,-0.647332107,0.021488043,0.752120954,-0.715450809,0.884100673
4.377001152,-1.387283537,0.097798623,0.097842956,0.551933541,-1.049139418,-0.15946709,-0.157504907,0.676743083,-0.370021233,-0.157638226,-0.019412092,-1.106221604
2.641189904,-1.873927677,1.345379084,-0.252357012,0.730543413,0.568632712,-1.049896602,-0.685534058,0.307437406,-0.620345561,0.499585357,0.04826117,1.378398338
3.163820708,-2.707210347,1.069283325,0.322268581,0.002413743,0.245083338,-1.528126559,-0.209928817,-0.206214403,-0.259252737,-0.730182179,0.633677812,0.425224563
1.659070037,-2.6159542,-0.122058144,-0.940536876,2.778435971,2.133449742,0.624528073,0.666790149,-0.231069094,0.038422245,-0.281681386,0.155624598,-0.171925174
-0.116383564,-1.460557064,-3.251004071,0.20747848,0.02066184,1.38077853,-0.078271486,1.124617049,-0.377846483,0.215844726,0.074346496,-0.238652335,0.293086475
-2.466856768,-1.78250492,-0.150349546,0.029372175,0.106906251,0.930715692,-0.351350084,-1.203737868,-0.010287068,-0.560213033,0.041238893,-0.335805211,-0.727622748
-1.304341479,-1.522180493,-1.318803639,-1.743096139,0.575532867,-0.268589433,-0.440387187,-1.381601264,0.07479426,0.135123513,-0.121646963,0.065693694,-0.258207842
-1.300339387,-1.659562569,-2.540888988,-0.972433219,1.481328673,1.801754568,0.671445089,0.368805679,-0.163638259,0.117667839,-0.296832837,0.097412907,-0.229947578
-1.223821309,-1.569579173,-2.127584313,2.604867745,-0.393286498,2.541548985,-0.110232045,1.51376176,-0.324135349,-0.189968742,0.133480283,-0.360540585,-0.424858398
-0.436237351,-1.101968744,-2.052966871,0.618510051,0.1024191,-0.518642381,0.375693796,-1.465376215,0.003124412,-0.093483962,0.605662511,-0.596017824,0.529186969
0.922219018,-1.433413824,-1.662657364,-0.65355859,-1.02821112,-0.65013222,0.0476209,-1.425408848,-0.044753442,0.030563322,0.520726107,-0.711576796,0.588891579
-2.696294595,-1.615031795,-0.124998034,0.522795415,0.319091881,0.958858284,-0.525494494,-1.112936314,0.490680008,0.372904453,0.164787709,-0.202957162,-0.818352526
-1.207959559,-0.950300674,-0.62469639,-2.010982192,-0.125005931,0.474205299,-0.659111647,-1.530449951,0.43346769,-0.588041431,-0.206668801,0.709526386,0.414397052
0.332166153,-1.26258113,-2.046256663,-0.816628333,-1.269417314,-0.692571529,0.034741695,-1.480067436,-0.023324519,0.031774757,0.242852411,-0.499910942,0.311247365
0.092496883,-1.157567253,-2.272335046,1.063681181,-0.566431329,-0.721957814,-0.091871789,-0.949972634,0.054872633,-0.098748416,-0.100506343,-0.154127894,-0.032816172
-2.711383053,-1.619394939,-0.110661257,0.505350188,0.350855692,0.968085846,-0.505675208,-1.133819274,0.491460739,0.372245959,0.191249144,-0.225116087,-0.793317592
-0.79895275,0.080692805,0.800406503,2.448055147,1.184184704,1.052198603,-0.67790674,-0.235266685,-0.357645076,-0.709293191,2.201354169,0.436266369,-0.250068862
-0.79537793,0.286482879,0.49693515,-0.087008617,-1.096749479,0.851948205,-1.440042919,-0.592866028,0.668595272,1.596617866,2.141035571,0.487665253,-0.436621679
-0.929029514,-0.73379376,-1.547727885,-0.880248148,1.976622905,-0.760809929,-0.323149044,-0.648246967,0.611039857,-0.545773996,0.225063975,-0.187199906,-0.904896059
0.138830476,-1.297376597,-1.921063336,-1.007568033,-0.950155039,-0.597976866,0.244178513,-1.705956425,-0.015780808,0.025612236,0.521230518,-0.734682796,0.575598046
-0.758066061,-1.761776982,-2.367829836,-2.637572891,0.487381727,1.741076542,0.573278271,0.091335552,-0.243647125,0.260671008,-0.247130196,0.000990105,-0.164448498
0.106149244,-1.063724189,-2.239934916,1.058450062,-0.552761229,-0.717408002,-0.092933166,-0.947688182,-0.007003341,-0.073859268,-0.011404241,-0.07329782,-0.056792371
-1.537086615,-2.002391322,0.290594838,-1.542101473,-0.749035453,0.889979768,-0.476015214,-1.397112584,-0.083866444,-0.425113841,0.070736218,-0.397242452,-0.691797679
-0.873377554,-1.733402056,-1.148244478,-2.132273427,0.384226657,-0.284720495,-0.434193674,-1.394067879,-0.050515534,-0.151679507,-0.242905376,-0.01173266,-0.237183423
-1.537086615,-2.002391322,0.290594838,-1.542101473,-0.749035453,0.889979768,-0.476015214,-1.397112584,-0.083866444,-0.425113841,0.070736218,-0.397242452,-0.691797679
-1.658621491,-1.960838998,0.193712094,-1.564313064,-0.811606644,0.878529564,-0.477461405,-1.414343537,-0.086418481,-0.422133009,0.063739473,-0.397414767,-0.694892331
0.377032524,-1.156762877,-2.051791229,-0.787770076,-1.401184792,-0.732587571,-0.088027543,-1.335771238,-0.057855345,0.047620239,-0.065481806,-0.080334174,-0.119080501
-1.653597207,-1.453366023,-1.483814824,-0.521171771,1.271230666,-0.240935839,-0.335387399,-1.154040155,-0.037758631,-0.264517491,-0.211647482,0.160269489,-0.327409795
-1.663114737,-1.549049291,-1.511736631,-0.516167914,1.261017984,-0.244595983,-0.333786645,-1.156542135,0.024581541,-0.288879905,-0.299768899,0.078599924,-0.302393549
-1.494143652,-1.509536681,-1.351880121,-0.502576601,1.34983067,-0.223380724,-0.339169196,-1.134348143,-0.026157162,-0.252236077,-0.209051889,0.159893575,-0.32358584
0.131160264,-1.34435979,-1.734324013,2.693900968,1.035812252,-0.529142059,0.126291353,-0.670134063,0.181979205,-0.284454697,-0.189525034,0.020410746,-0.189521825
-1.21232581,-1.616622838,-0.63045155,1.740956886,-1.116284645,0.535298925,-1.413582357,-0.189747254,0.393455802,0.477761735,0.074111957,-0.304762378,-0.642534657
-1.026377156,-0.836813229,-0.330920801,1.583404929,-0.856984229,0.704654211,-1.399800864,-0.145678367,0.904923513,0.145937466,0.752584928,-0.417638596,-0.209359109
-1.316508173,-1.671815881,-1.223000931,-0.480003892,1.43046207,-0.205414052,-0.344299346,-1.114913812,0.053130856,-0.255648341,-0.296784202,0.077539828,-0.294176701
-1.638807762,-1.557359756,-1.492360082,-0.511725596,1.273532222,-0.242305942,-0.333497406,-1.153095945,0.025091949,-0.289476071,-0.29836955,0.078634386,-0.301774618
1.63157532,-0.545579153,-2.884085067,-0.895741492,-1.555035168,1.285836432,0.723888989,0.644646154,0.391772192,0.086133999,-0.33582554,0.488597393,-0.476874428
-0.425035349,-1.834331374,-0.64809153,2.454695765,1.608658225,0.377763805,-0.536272649,-0.785084637,-0.078431425,-0.444412759,0.446307282,-0.168628654,1.372151361
2.241589721,-1.420861098,-1.120732872,2.978617375,2.088244383,-1.021334133,2.111442038,-1.389570681,0.62432865,-0.120733722,0.285139223,-0.668975959,-0.778161675
3.0589606,-2.350500312,1.965228213,0.885921451,-0.655568742,0.905917802,1.802312981,-2.179183698,0.417681524,-0.257898115,0.371092182,-0.82844206,-0.36204089
0.876094781,-1.742492085,-2.630856923,0.431050826,0.200812203,1.406843622,-0.292037057,1.414352664,-0.316207679,0.306056603,-0.131323228,-0.062680842,0.115330523
-1.640575613,-1.457818057,-1.47343453,-0.518791958,1.277934722,-0.239709032,-0.335232449,-1.152193981,-0.037485198,-0.264836866,-0.210897831,0.160287951,-0.327078226
0.479665546,-1.50585166,-2.64665194,0.224493549,0.573428999,1.585662533,1.353744998,0.130890809,-0.072583398,0.351862309,0.512756804,-0.653623661,0.631733788
1.658821731,-2.095027469,-1.855714893,-0.840991937,0.237106149,1.535468131,-0.073314462,1.100277087,-0.532625298,-0.012892476,-0.110909996,-0.149435718,0.180198075
-0.447578241,-2.124262238,0.084749451,-1.370434026,0.574696393,0.519765221,-0.645585571,-1.525582982,0.230916656,0.217499615,-0.501180671,0.498882912,0.394156048
1.579917819,-1.959930078,-1.530774797,2.238481704,2.432649256,1.789294379,1.489241694,0.661378593,0.00067854,0.090717285,0.588968828,-0.55150886,0.609836278
-1.035745063,-1.57895193,-1.257342552,-2.16869082,0.305945797,-0.297254211,-0.437839756,-1.415935389,-0.116465016,-0.123101346,-0.164679356,0.069693203,-0.266576392
-1.058331123,-1.639224325,-2.338726913,-0.940920399,1.578016421,1.823740814,0.649755318,0.412952057,-0.209106178,0.162091435,-0.224740874,0.194059453,-0.267296726
1.062965545,-2.346710789,0.796201433,0.340183391,-1.179904209,0.64064657,-1.300716828,-0.232838065,-0.346878619,-0.631148184,0.005433557,-0.398961887,-0.513918889
